,transaction_id,total_price,purchased_products
2232,5120ff44-9de0-46ad-ba2d-53ea23990982,6.99,"['coffee', 'orange', 'apple', 'egg']"
2233,36ec6a97-b915-416d-b41a-6a6f67a847ab,3.96,"['milk', 'yogurt', 'apple']"
2234,9c947bbe-0d70-4fb5-be63-74f5b045012f,2.42,['chocolate']
2235,f147caea-6419-4c4c-b2f1-9fed1189d075,3.3,"['orange', 'rice', 'milk']"
2236,d8110ee2-5c94-46db-bfe7-0e40ed57e9ca,7.1,"['yogurt', 'egg', 'chicken']"
2237,8f65f055-7e75-4c3c-bf86-b3481d060a96,8.75,"['potato', 'yogurt', 'cheese', 'bread']"
2238,1dd495ed-928b-4da2-951d-d4970a2320c9,8.97,"['cheese', 'banana', 'bread', 'milk']"
2239,d1614bae-b095-4585-8baf-feb36f6179bb,10.07,"['potato', 'chicken', 'cheese']"
2240,ef978fb1-3aa3-4371-9666-8c0d77d583d9,14.36,"['cheese', 'chicken', 'cereal', 'banana']"
2241,a75f4fb1-f772-485b-95e8-fb4484833aff,1.32,['apple']
2242,028bd345-fef1-4d4b-acfb-e1201bae577c,10.23,"['butter', 'chicken', 'chocolate']"
2243,cc936cba-6619-4488-a7e8-4ad8f74ecd08,8.53,"['butter', 'chocolate', 'bread', 'banana', 'egg']"
2244,3702f621-adf7-486a-abd4-3a1a8efbdac2,2.53,"['yogurt', 'orange']"
2245,67efa422-23b2-4f9c-a6ae-0e33c61d3f1c,6.44,"['apple', 'cheese', 'rice']"
2246,ee5a1955-fded-4049-8600-78df4e1cd010,13.64,"['yogurt', 'rice', 'apple', 'chicken', 'coffee']"
2247,558a79ef-e7c9-4cb1-a567-c6667950cf26,3.63,"['milk', 'rice', 'yogurt']"
2248,a3a7f0e3-1fd0-4fde-81e4-8744d439e444,9.68,"['cereal', 'orange', 'apple', 'rice', 'chocolate']"
2249,ce314996-9c3f-406d-bd59-a350e265013e,13.7,"['yogurt', 'cereal', 'chicken', 'bread', 'egg']"
2250,9df240eb-3aaf-4c5b-bf0f-62f561d7074d,3.96,"['bread', 'milk']"
2251,5db297b4-58c9-459c-a8ae-ff1c7c80d36b,7.26,"['bread', 'milk', 'banana', 'orange', 'apple']"
2252,af559032-f809-4afd-acd2-4a1968c4b078,6.49,"['chocolate', 'banana', 'bread', 'potato']"
2253,3c5ce253-0376-4ab3-bd09-8b8c10279b3a,6.21,"['chocolate', 'egg', 'bread', 'banana']"
2254,b5bf4401-0430-4e25-932d-5152e81ddb80,3.08,"['chocolate', 'tomato']"
2255,047bad3e-bb6f-444d-97fc-bd4053fd0236,12.1,"['chicken', 'tomato', 'orange', 'cereal', 'rice']"
2256,76ed6999-7a43-4137-a1b5-c488d2e85074,15.29,"['cereal', 'butter', 'chicken', 'milk', 'chocolate']"
2257,de70069c-4c3e-427c-992d-1bb09f9565e8,5.39,"['banana', 'tomato', 'cereal']"
2258,9247641c-9ba6-4f65-bf21-4ebd5b759d6a,4.13,['cheese']
2259,8fa584aa-060e-4e28-8032-543a979709af,8.47,"['apple', 'coffee', 'bread']"
2260,4c20351f-9ca6-417e-b9de-ccb2871be822,9.63,"['apple', 'cheese', 'bread', 'yogurt']"
2261,384b023a-bd47-4946-9210-d4adf7505ca7,8.91,"['tomato', 'bread', 'chicken']"
2262,e50a60f6-44df-40a3-867f-2479ff42b9e2,1.32,['apple']
2263,6d812ae8-8781-4bf5-813d-247e8e202d16,2.75,"['tomato', 'rice', 'orange']"
2264,8c8f3626-528c-4618-84f5-b76810595239,7.15,"['bread', 'coffee']"
2265,2ce4fbe0-1f5b-4c93-af5f-01e398a4d0c8,10.18,"['bread', 'butter', 'orange', 'cereal', 'egg']"
2266,cdc65109-43db-4aff-81c3-e390ae505e45,15.13,"['chicken', 'cheese', 'coffee', 'orange']"
2267,58e2b9aa-9e53-465a-b208-a3083082d81b,7.81,"['chicken', 'butter']"
2268,9a7375b9-001c-470a-96dd-ab83eaf0de84,1.54,"['orange', 'potato']"
2269,20572e98-6cb5-4354-a0ae-20bcf471b305,1.1,['orange']
2270,60af5fcf-52ce-40b3-a31f-04e77a664e40,8.86,"['cereal', 'bread', 'egg', 'rice', 'orange']"
2271,bb3701aa-fd5e-4933-869e-2fe76136af86,1.43,['yogurt']
2272,51e9a22b-bffe-4838-9ad3-4c40781cab28,4.84,"['cereal', 'rice']"
2273,85a89fd4-6e5d-4aa8-97e5-f0cbb579a8d5,8.69,"['bread', 'rice', 'cereal', 'orange']"
2274,4ebcb085-7cd2-402e-81eb-566e489513af,1.21,['milk']
2275,857bdda1-5f1f-447d-9163-8e782a64c1b8,11.06,"['cheese', 'chicken', 'yogurt']"
2276,755a1eeb-8b33-4776-b7a4-8fcb33e2ef19,2.2,"['rice', 'milk']"
2277,35edfed3-5db9-4ef8-8e42-7437cc0ef139,0.99,['rice']
2278,46869e45-c9c2-4ef5-8e42-74c198d67405,8.58,"['cereal', 'apple', 'butter', 'orange']"
2279,9e0df500-6b2b-4ef3-a3b5-e183728f5c93,6.6,"['cheese', 'orange', 'egg', 'milk']"
2280,5f59f947-742a-4cb5-ae7a-72b0c18114ea,10.01,"['potato', 'apple', 'coffee', 'cereal']"
2281,450f8057-a83a-4c58-afc5-6d984b79f5f3,4.4,"['banana', 'butter', 'milk']"
2282,560e68cb-3b00-4896-bc2b-7a901968942d,6.16,"['rice', 'cereal', 'apple']"
2283,05afda2f-5fc8-4c46-a802-dea84321b4db,0.99,['rice']
2284,5c4985d2-b8ec-4cdf-bfd5-ef95f6980010,10.01,"['apple', 'chicken', 'bread', 'potato']"
2285,ef6a1b7d-d462-4071-8cde-7c41ec4dda20,7.92,"['chicken', 'rice', 'yogurt']"
2286,5a7ebb8e-9138-4204-8da3-f26f39c88cb1,6.0,"['cheese', 'potato', 'yogurt']"
2287,edc192a8-a1dc-450b-843a-f46c8674396c,3.85,"['chocolate', 'yogurt']"
2288,d5c55d9a-6726-4a20-b9d4-fb95e9969de1,2.31,['butter']
2289,45a2f12d-2a5b-4672-ba49-e317be55304c,6.05,"['orange', 'tomato', 'potato', 'cereal']"
2290,21f89d92-eebf-48fa-bdec-cbf7ec97c868,7.98,"['cheese', 'bread', 'orange']"
2291,76e0352b-605c-41d7-b268-f6640ad9fc1c,2.75,['bread']
2292,db1f33bd-7e00-4416-941c-d951b73ebf6a,12.16,"['cheese', 'bread', 'cereal', 'yogurt']"
2293,257b80c3-23e4-4a76-bb8c-f8a623361d32,12.92,"['cheese', 'tomato', 'yogurt', 'coffee', 'butter']"
2294,1243042c-9d6f-4b31-af94-5690d131e741,7.26,"['orange', 'yogurt', 'potato', 'cheese', 'egg']"
2295,df2b15e3-12d1-4f2e-8768-d1ab44bbd265,5.01,"['butter', 'rice', 'egg', 'tomato', 'banana']"
2296,172b1b15-1cab-4879-a92e-e0d24d83c498,3.41,"['chocolate', 'rice']"
2297,a03c757c-a17d-4ea1-84a7-5ad9aadd1cb4,4.95,"['potato', 'tomato', 'cereal']"
2298,a83dd18d-8ef2-4101-bb22-78c84b22b78d,6.77,"['coffee', 'egg', 'milk', 'rice']"
2299,91fbe376-8b2a-4b20-b84e-5cd30072c214,11.99,"['cereal', 'coffee', 'rice', 'bread']"
2300,e280b045-74cd-417a-9daf-c571dd6cb81b,2.09,"['rice', 'orange']"
2301,cf34d739-d5c2-4f83-91c3-547dde8977d8,1.1,['orange']
2302,4b3b856a-789a-4054-b24f-83088311207a,3.03,"['apple', 'tomato', 'egg', 'banana']"
2303,2daacc99-8e0c-408a-833d-9f2ded4e9aec,10.39,"['cheese', 'butter', 'milk', 'bread']"
2304,3956cb01-dbc6-47b1-9f93-a71c3e432234,8.42,"['cheese', 'cereal', 'potato']"
2305,11864cb6-3fed-4396-8deb-53bd30a41192,0.88,['banana']
2306,cb763ad0-4b35-42f2-ae02-c6e85e5355a6,3.52,"['tomato', 'chocolate', 'potato']"
2307,e176a3ea-fa29-4d45-acf2-58646b01ce6d,11.11,"['cereal', 'coffee', 'tomato', 'rice', 'milk']"
2308,1df51eae-9eb8-463a-825b-16ed7a6516b5,5.67,"['tomato', 'banana', 'cheese']"
2309,70964ad9-45a5-43ee-9466-d978b3e94441,5.39,"['chocolate', 'rice', 'orange', 'banana']"
2310,85035672-3061-4ecd-9275-6404b283dc0b,11.77,"['butter', 'chicken', 'chocolate', 'potato', 'orange']"
2311,521a813e-2981-43ea-9776-cdca3f35d759,2.59,"['chocolate', 'egg']"
2312,2c9d6a6e-bd02-44c6-a1f4-4d855c675a16,1.43,['yogurt']
2313,9ebf81b5-9721-4263-baf7-bf51b3848455,6.0,"['chocolate', 'tomato', 'apple', 'yogurt', 'egg']"
2314,c2c04835-5929-4719-8d5f-21b1b4077bf5,12.32,"['apple', 'chicken', 'egg', 'cheese', 'milk']"
2315,81b28357-cf39-4e5c-abb1-04d5606e192e,8.25,"['bread', 'chicken']"
2316,0d938431-7443-41d9-b227-040ed16b6bc7,4.84,"['yogurt', 'tomato', 'bread']"
2317,9f8f3d08-93bc-4118-b8da-16c38cbca489,4.4,"['tomato', 'apple', 'chocolate']"
2318,d4c2f219-46d2-48c0-85d2-b381399377db,10.45,"['chicken', 'butter', 'rice', 'potato', 'milk']"
2319,066de7a0-d8a3-43a1-8e1d-400b28b80b13,3.69,"['orange', 'chocolate', 'egg']"
2320,7c119d39-c7a5-4059-a44f-b0461b711f04,8.91,"['cereal', 'apple', 'butter', 'yogurt']"
2321,9c99580c-0347-4278-8469-2822ed779c42,5.78,"['apple', 'egg', 'potato', 'yogurt', 'chocolate']"
2322,673a1a6c-5d31-458c-9de1-1f2232cbda8b,3.52,"['rice', 'orange', 'yogurt']"
2323,b30f5de2-3998-467c-a465-d76a21d075a4,4.29,"['rice', 'banana', 'chocolate']"
2324,69a57f95-8e3b-45fc-8c66-acbbcfd7549e,2.36,"['egg', 'apple', 'banana']"
2325,ce96f005-5575-4097-98ef-1f5462c06fb5,1.32,['apple']
2326,89b4909e-2fc1-4dd2-a599-b4fd6c23ef0b,6.38,"['bread', 'chocolate', 'milk']"
2327,43214747-9980-4ec8-884d-0ed150583674,0.16,['egg']
2328,13dbb4b9-3777-49a5-97ae-907c98cc0519,11.22,"['rice', 'potato', 'egg', 'cheese', 'chicken']"
2329,03f43667-be51-40f9-b103-2215b168e6fa,11.77,"['tomato', 'chicken', 'bread', 'chocolate', 'potato']"
2330,930df613-1b77-4231-a023-0449ebf9966e,1.54,"['banana', 'tomato']"
2331,374ab2b3-60d2-412a-87c6-ccd679560088,11.88,"['bread', 'rice', 'cereal', 'egg', 'cheese']"
2332,ee3f83dc-4a01-4183-bad8-0f49d3ba2bb6,2.86,"['chocolate', 'potato']"
2333,2925f076-2450-4027-8946-e49579d954e9,5.39,"['yogurt', 'milk', 'orange', 'tomato', 'rice']"
2334,0461ba0b-4d5e-4e91-8faf-b8c24440f821,8.42,"['chicken', 'bread', 'egg']"
2335,ac9be095-8a0b-4a4b-9f81-8e67b0fe75fd,2.7,"['milk', 'egg', 'apple']"
2336,3ce93f7d-8601-4bcd-9cb8-e570ba36a67d,5.5,['chicken']
2337,865fd12b-d803-4ed7-9205-97b6875ce5aa,11.44,"['coffee', 'tomato', 'chicken', 'banana']"
2338,70a1bcf0-d32b-43eb-b87f-fc62be8ac407,9.68,"['apple', 'yogurt', 'chicken', 'potato', 'rice']"
2339,80c09cf1-17dc-43d7-8aa6-d27f9687c044,5.01,"['cheese', 'banana']"
2340,555e22be-f248-4ec5-9432-03481187ba2f,3.41,"['rice', 'chocolate']"
2341,cfaeb2cf-5c11-4831-b4b1-d2fcb7eb0145,11.0,"['coffee', 'bread', 'cereal']"
2342,b8292797-73a0-44f0-8196-d8ec2686d8f8,11.55,"['chicken', 'yogurt', 'apple', 'rice', 'butter']"
2343,d8e48155-b4c6-42d4-9d95-f7d847157667,8.85,"['butter', 'orange', 'cheese', 'apple']"
2344,efff6a57-b918-4961-967d-c245b53134a7,16.39,"['coffee', 'apple', 'chicken', 'chocolate', 'bread']"
2345,36b17a03-4997-4628-83f6-05786a793b59,2.42,['chocolate']
2346,2e90d34e-f261-4578-870a-89a436d1f340,6.38,"['coffee', 'banana', 'orange']"
2347,f0b237ba-b230-403f-b245-3c58d95d666e,2.97,"['butter', 'tomato']"
2348,cd97bb05-4187-47aa-994f-90cd7161983f,7.65,"['milk', 'banana', 'yogurt', 'cheese']"
2349,7e70c0ad-c263-4f8c-8ee4-dd8ba00a6a90,2.92,"['bread', 'egg']"
2350,44267cc8-e3c7-4d50-b7b2-35735ab31a3b,12.65,"['egg', 'chicken', 'cheese', 'potato', 'chocolate']"
2351,a9604660-8056-4440-8ca5-aee3b334f237,11.11,"['yogurt', 'chocolate', 'potato', 'apple', 'chicken']"
2352,8eb66d10-3a7e-4fd6-86ab-a46c3190105c,9.46,"['orange', 'chicken', 'milk', 'tomato', 'rice']"
2353,2e56157b-846b-4ee5-b0f6-6a9e6e76d227,9.85,"['chicken', 'banana', 'rice', 'egg', 'butter']"
2354,07dada55-0700-45d7-9e0f-7b7b8fe80d2f,1.1,['orange']
2355,85238c58-905d-4fd9-88b9-878e81f7d29a,2.42,"['rice', 'yogurt']"
2356,8df5b75c-e723-4ad2-b38b-2229d232e7af,4.29,"['potato', 'chocolate', 'yogurt']"
2357,df8cae93-3e70-4e05-9ee3-ee861b5f4bf5,3.63,"['butter', 'apple']"
2358,ff50d8f1-ad82-4123-bd9f-49034be55520,7.81,"['milk', 'bread', 'cereal']"
2359,faffcc43-c30e-41f9-ac90-8c0fa8d07a93,4.13,['cheese']
2360,bcf1bdb5-e98b-4e18-85f3-85af17b70fcc,2.69,"['banana', 'tomato', 'egg', 'rice']"
2361,58c860a3-98a8-4ac2-84ec-c811410ad145,10.45,"['cheese', 'egg', 'chocolate', 'rice', 'bread']"
2362,ea19ab23-4ea0-421b-b27b-6f2afb6c91ca,6.55,"['cheese', 'chocolate']"
2363,88c55e75-56ab-4022-873f-f659ec231dfc,7.65,"['apple', 'butter', 'cereal', 'egg']"
2364,a6de3e3b-5b6e-47aa-88e0-07b814782dee,7.81,"['cereal', 'rice', 'tomato', 'butter']"
2365,34b0c94e-0b86-4b7a-8ece-45d088f283e3,6.33,"['cheese', 'orange', 'tomato', 'potato']"
2366,b9a23a58-40f1-41a9-acb5-da9f1760633c,9.08,"['egg', 'bread', 'coffee', 'potato', 'apple']"
2367,efa1829d-f493-4633-bca6-480e6a1e47c3,9.18,"['banana', 'potato', 'yogurt', 'cheese', 'butter']"
2368,70fcb7ce-ce44-4fca-a855-33645d64fd72,0.44,['potato']
2369,5b9808d2-8bbb-44ea-a87b-6aab60e67504,4.29,"['banana', 'tomato', 'bread']"
2370,f937a7af-b2d7-4c93-9df1-dc726ab9aaa1,2.92,"['milk', 'orange', 'egg', 'potato']"
2371,ba52cd01-d01d-4838-9c98-47724818cb87,4.78,"['cheese', 'tomato']"
2372,67070b2c-e9d1-41b5-87ee-33b238ee4708,12.1,"['chocolate', 'yogurt', 'butter', 'chicken', 'potato']"
2373,94cb34e4-ce86-4f5d-bf67-776ceda6662c,0.88,['banana']
2374,259ce694-5b80-491c-9241-8994f722a4cf,4.18,"['orange', 'tomato', 'chocolate']"
2375,d4a6afae-b917-408a-89ba-95c2e95f4b09,8.25,"['chicken', 'butter', 'potato']"
2376,7df58580-ca69-4d2a-819a-902dbc2eb845,6.71,"['milk', 'chicken']"
2377,b296bbdc-9e4b-498c-8ebf-08d0d4b786ab,3.74,"['rice', 'bread']"
2378,b4adb610-da60-4864-a0d7-216f0ac567b6,14.9,"['apple', 'bread', 'chicken', 'cheese', 'milk']"
2379,39d471a3-1dc4-45ea-bdd5-105463aa2a2a,9.35,"['cereal', 'chicken']"
2380,fb41b0c6-5bb6-46a7-b37a-c7d2952cb453,5.83,"['yogurt', 'coffee']"
2381,b929f728-fc1a-49be-af45-e57fb6da6251,4.13,['cheese']
2382,1512f46d-f627-42d3-8a42-fab5f9d8a644,10.73,"['yogurt', 'chicken', 'butter', 'egg', 'apple']"
2383,1ee26812-b8e7-4017-9319-a39ef1c84989,0.16,['egg']
2384,f587c66c-5c2a-4ce8-ada1-b797bae4c3c8,6.22,"['banana', 'cheese', 'milk']"
2385,0f7cc24a-b190-4a78-b6f0-b7a42ba7b154,10.83,"['cereal', 'potato', 'chocolate', 'cheese']"
2386,8268952f-e99d-49ea-8452-9874da29bb10,7.26,"['butter', 'cereal', 'orange']"
2387,afeab9c2-ba83-487a-a03f-8a8829fa6351,8.14,"['rice', 'bread', 'coffee']"
2388,c937bd87-661a-4d27-a498-bcf551f7019b,6.87,"['cheese', 'yogurt', 'apple']"
2389,861aa4ab-ecab-4bc8-8bc7-7450081de5f6,8.25,"['milk', 'banana', 'tomato', 'chicken']"
2390,9d0e4b19-a5a0-4054-b1aa-7e866a04db4d,2.2,"['rice', 'milk']"
2391,495f4a4e-c43f-4a44-a7a2-eda9aa134616,5.28,"['rice', 'yogurt', 'potato', 'chocolate']"
2392,9846d0a0-3a42-4986-9423-40ab3bed50f3,0.66,['tomato']
2393,7bfd76fe-09cc-4b48-be5c-de62848e0b01,8.36,"['cereal', 'rice', 'tomato', 'chocolate', 'potato']"
2394,463b3097-f610-4a53-994e-2cea597473d0,9.9,"['chicken', 'rice', 'tomato', 'butter', 'potato']"
2395,61926510-6f92-421d-98fb-5e0e8f0f474b,7.21,"['cheese', 'chocolate', 'tomato']"
2396,74608cee-3c1b-461e-a3d5-bafddf71df5a,3.3,"['rice', 'yogurt', 'banana']"
2397,63716213-cccd-4041-bc1a-4bf27ce81f3a,2.31,"['rice', 'apple']"
2398,f7e86f98-746d-42cc-b0d6-8efaca36eda4,12.1,"['orange', 'butter', 'potato', 'coffee', 'cereal']"
2399,2bb62978-c05a-4a9a-8909-baaee97caf0d,7.81,"['orange', 'coffee', 'apple', 'rice']"
2400,614661f2-05fc-4f3c-bf3b-c51459edc18a,13.09,"['egg', 'chicken', 'banana', 'chocolate', 'cheese']"
2401,df8b55e8-649d-471a-9450-7e6385ca1f1c,8.47,"['chicken', 'potato', 'apple', 'milk']"
2402,ba79d41f-de82-4d6d-b535-ad6bc3e91e7a,0.88,['banana']
2403,84e890ce-e16a-4af5-a6d9-cc58e9497d51,1.43,['yogurt']
2404,cfb4cde9-2d7e-4714-9d32-ddf4989e0a18,2.31,"['orange', 'milk']"
2405,23c6d0ea-b7a9-4eac-8384-324ff7c6d390,5.17,"['apple', 'cereal']"
2406,5face8a6-d96f-4a31-8970-78f758bc9c53,15.02,"['rice', 'coffee', 'cheese', 'chicken']"
2407,e35116ca-6791-48e9-901a-c68f5fbfd02b,2.31,['butter']
2408,8493187e-f0be-472e-8c1b-b6c91733cff7,7.37,"['milk', 'potato', 'butter', 'rice', 'chocolate']"
2409,b0047d18-06f1-46cb-a867-4c193c0b03bc,6.93,"['potato', 'milk', 'banana', 'coffee']"
2410,d375a182-69b0-488e-b2a1-5ffffecace06,2.75,['bread']
2411,1861743f-86bf-4062-82db-246dfa15ded5,4.62,"['yogurt', 'potato', 'bread']"
2412,f408d48b-4300-471a-945e-e2684ab00855,1.21,['milk']
2413,9496a83e-98d7-4f85-9ab4-a8e11fbc2b7a,9.96,"['coffee', 'cheese', 'yogurt']"
2414,a22e8ded-41a8-4d8e-bafb-006d200bf90c,2.42,['chocolate']
2415,d50e812e-d490-41c8-aac9-70e9757482a0,0.88,['banana']
2416,7a3df27d-6e7c-4509-ad2a-11f56e094424,11.99,"['bread', 'chocolate', 'apple', 'chicken']"
2417,e733741f-fe67-47c2-a334-b9432a378c5a,2.31,"['banana', 'yogurt']"
2418,da3b4b28-c11a-4352-b7d9-f49c302c6ff4,5.06,"['banana', 'orange', 'yogurt', 'potato', 'milk']"
2419,457e4e1e-ae93-4ad2-a0d8-a4c718835bd2,7.81,"['butter', 'chicken']"
2420,b9a2a3f8-03f1-4276-90bc-ed51792da6a4,8.86,"['cheese', 'butter', 'chocolate']"
2421,bc740f5a-f050-4342-9e4c-f68628dbb454,9.46,"['tomato', 'butter', 'chocolate', 'apple', 'bread']"
2422,b4485558-fc4e-4fca-94fc-3f671b520b58,6.05,"['butter', 'bread', 'rice']"
2423,fa6bd97a-062e-4fc3-aa49-360ac3488745,6.66,"['orange', 'coffee', 'rice', 'egg']"
2424,707bf9cc-c7c2-4d52-91fc-0e633c55c2d6,9.79,"['cheese', 'cereal', 'egg', 'milk', 'potato']"
2425,6d8d0fb6-a563-493c-992f-94cc760d5f98,6.43,"['egg', 'cereal', 'chocolate']"
2426,0242f42d-70cd-4fe1-be35-ff057a2633f7,9.79,"['apple', 'cheese', 'bread', 'yogurt', 'egg']"
2427,a8215923-5a8a-4616-80b6-6d0bad0c6b52,5.01,"['potato', 'coffee', 'egg']"
2428,bab1263f-376e-4b36-bc69-099f41dcb083,8.03,"['chicken', 'yogurt', 'orange']"
2429,86899238-b30b-4842-80fd-81110c99ef59,9.63,"['cheese', 'coffee', 'orange']"
2430,f216949e-cbd0-41fc-8755-501b0e36196a,9.79,"['orange', 'rice', 'chocolate', 'cereal', 'yogurt']"
2431,f55fbb0e-b91c-4c41-931e-51a8209fb27a,2.42,"['orange', 'apple']"
2432,e980ab97-da27-4e77-8fb8-cf4cc7542c67,4.13,['cheese']
2433,39aa50cc-6814-48bc-b416-ef4343e5daa3,5.5,['chicken']
2434,49250bdd-4875-4bca-bf11-9daa9c5e0b7f,3.85,['cereal']
2435,c64da9d7-35f1-450a-9e73-25e1af85b50f,6.49,"['milk', 'banana', 'coffee']"
2436,0acf48e7-8601-4b0b-8782-4a3f56402729,6.99,"['potato', 'egg', 'chicken', 'banana']"
2437,17fee3c5-e04b-4b58-919b-f3fa5c23dd86,6.05,"['banana', 'cereal', 'apple']"
2438,8cc250fc-a097-4d86-a507-1d285b5679db,6.82,"['coffee', 'chocolate']"
2439,a1b6aab7-948f-4b79-8d85-1c31b24c0fae,2.42,['chocolate']
2440,706723d6-7454-4e77-9399-024da614fd0c,3.85,['cereal']
2441,06ab7956-5b4a-4278-b003-da4dd8399af2,1.1,"['potato', 'tomato']"
2442,7351b85b-1a6f-49ba-84f4-8bef6ba01c2e,13.64,"['yogurt', 'chicken', 'coffee', 'apple', 'rice']"
2443,7a5abc01-a4a4-4f12-87e0-8ce73185a66d,11.82,"['cereal', 'cheese', 'yogurt', 'chocolate']"
2444,c14f4ebe-ed3c-42ff-b216-dc04e9e85af3,3.74,"['butter', 'yogurt']"
2445,04076b17-252f-4ec7-bc9e-f4f0494c6332,2.31,['butter']
2446,ad64e795-d637-4810-b9df-d03357dd0175,5.06,"['coffee', 'tomato']"
2447,e47c559f-52c0-4256-a429-48cf68b09932,7.21,"['butter', 'cereal', 'egg', 'banana']"
2448,1c83460a-922a-4101-bfca-120a45d3c54e,4.13,['cheese']
2449,306bab39-ea48-4aa2-8842-35f27a1e8497,9.63,"['coffee', 'orange', 'cheese']"
2450,0a9d342d-6f02-46bc-a7b5-478ec6af662e,4.84,"['bread', 'rice', 'orange']"
2451,cfe40408-db30-4b9c-a81e-c4671d29ec6b,3.63,"['chocolate', 'milk']"
2452,9d4d9c53-b4d0-412b-9da3-e9a97489cd3e,1.43,['yogurt']
2453,4a49ff17-7387-4e1d-802e-8e6d85cd10b1,4.73,"['cheese', 'potato', 'egg']"
2454,89494f97-820b-4f99-8888-cb6db28bd2db,6.82,"['apple', 'chicken']"
2455,3e544ec1-3b95-492a-b1c1-a341d83c21e4,0.88,['banana']
2456,0a794ae9-6248-4a63-b2ad-df5b56c2a2f0,3.63,"['bread', 'banana']"
2457,436593a9-e131-44b3-9271-8fd573c476d8,3.3,"['banana', 'rice', 'yogurt']"
2458,731842ad-8995-4ae4-b0b3-7c2434154e07,0.61,"['potato', 'egg']"
2459,507fee5d-2bdc-4d71-a3ba-7e96549f8bab,9.57,"['coffee', 'apple', 'butter', 'orange', 'potato']"
2460,e2f8adad-2782-43fa-b803-3bd4e54c71e7,4.13,['cheese']
2461,584add08-871c-43d6-909d-ebaa6bc7a776,7.76,"['orange', 'apple', 'milk', 'cheese']"
2462,4bbe22e2-e1fa-477e-96f1-e4ff30a29406,7.48,"['cereal', 'apple', 'milk', 'orange']"
2463,54e5530a-c47f-41b4-aa08-96fb708878b9,10.51,"['egg', 'bread', 'cereal', 'butter', 'yogurt']"
2464,f53bc639-a5a5-4199-97dc-88980c97d04d,10.39,"['tomato', 'cereal', 'egg', 'coffee', 'apple']"
2465,7b36c404-a0ee-4151-94dc-f3f763ba59dd,14.14,"['chicken', 'apple', 'banana', 'butter', 'cheese']"
2466,4d0a62a8-fdb4-466c-a65a-1b62dff1fda3,4.4,"['banana', 'milk', 'butter']"
2467,de8d5eae-c4f8-4d86-9b59-dddb9638ffa2,6.6,"['chicken', 'orange']"
2468,42269268-c1c8-42af-8be3-d50863151bcb,12.65,"['banana', 'chicken', 'chocolate', 'cereal']"
2469,5796f55d-7177-40b5-a39e-67a5ffb17972,2.75,['bread']
2470,6ebf8eb8-f7dd-4a18-b8dd-8e0a4031adbe,7.59,"['apple', 'rice', 'cereal', 'yogurt']"
2471,9846b046-2d4d-440f-b782-a7126b1b779a,11.49,"['rice', 'cheese', 'tomato', 'apple', 'coffee']"
2472,3bf51c4f-1755-45f9-96a6-2bdaebba9d31,4.73,"['banana', 'orange', 'bread']"
2473,e04e77a8-9419-4a11-b6a5-07dd6e6c61b5,12.1,"['cereal', 'chicken', 'bread']"
2474,3a3e0a30-ca86-4c84-a224-fed88509ce9a,11.77,"['cheese', 'egg', 'cereal', 'bread', 'banana']"
2475,10a61d31-0ad5-454c-891a-72d38fcaf144,6.87,"['potato', 'cereal', 'chocolate', 'egg']"
2476,81f4d9f6-67e8-4a00-a745-c1d258683317,4.62,"['tomato', 'milk', 'apple', 'yogurt']"
2477,365cc17e-852e-4efa-ae5b-5eb262898ee8,1.76,"['potato', 'apple']"
2478,f7a8d3a7-7e68-4e25-afab-1a76279aa8cf,7.04,"['orange', 'yogurt', 'rice', 'butter', 'milk']"
2479,011bfc40-c0ac-411d-a6bd-26eb75d03ca6,7.15,"['coffee', 'bread']"
2480,a9fae0e0-c6a4-4518-b2e2-fd08115e3b29,4.07,"['yogurt', 'orange', 'banana', 'tomato']"
2481,73b78abb-7332-4cee-af7e-4f6bc9605f38,4.78,"['banana', 'apple', 'yogurt', 'egg', 'rice']"
2482,a531798a-fe6f-402b-baa4-a82e5db337c0,9.9,"['apple', 'bread', 'coffee', 'yogurt']"
2483,09bc3c1a-d21d-41b3-8f26-f48124f1c072,6.11,"['cheese', 'apple', 'tomato']"
2484,62615e8e-47ab-4fad-b10c-497b02d1da76,13.09,"['chocolate', 'orange', 'chicken', 'bread', 'apple']"
2485,53de8727-390d-43bb-89ee-4e88f0574e4e,3.96,"['bread', 'milk']"
2486,e7ca486c-5535-41fa-a470-4af3ebd78f16,5.39,"['coffee', 'rice']"
2487,532bee88-3b6f-43e4-a3d8-5e5186eaa9f4,6.38,"['tomato', 'potato', 'coffee', 'banana']"
2488,eb96ffff-4bf5-48b1-b4ed-ed36f7bd7d7a,4.4,['coffee']
2489,501475fc-07d8-46c4-84d5-8a6beb48adbe,10.29,"['cheese', 'rice', 'chocolate', 'bread']"
2490,63cda3b5-8aeb-4b69-bc3f-6b96ea20c0f9,18.81,"['butter', 'chicken', 'bread', 'cereal', 'coffee']"
2491,3ea934e3-b68f-4073-818d-483b87f84f1b,0.16,['egg']
2492,b930d796-9400-4fa0-a38e-15e88a88edc4,4.18,"['rice', 'banana', 'butter']"
2493,2d26b52e-a67f-4654-a78f-5394790ddf2b,3.96,"['bread', 'milk']"
2494,481e2ad8-abb7-457e-a220-56ae794e309c,8.25,"['yogurt', 'milk', 'egg', 'cheese', 'apple']"
2495,ee492828-5ed3-49c1-b4ec-64a127970585,1.1,['orange']
